question,answer_llm,answer_orig,document
Do I have to put in a lot of money before I can try the OpenAI API?,"No. You don’t need to put in a lot of money to try the OpenAI API. You can recharge starting from **$5**, and initial usage may cost as little as **5 cents**.  

If you want, you can also use the **free alternatives** listed in the course materials instead of paying for OpenAI API.","Using the OpenAI API does not cost much. You can recharge starting from $5. For initial usage, it might cost as little as 5 cents.",554d0eb78b
What is the minimum top-up amount for the OpenAI API?,The minimum top-up amount is **$5**.,"Using the OpenAI API does not cost much. You can recharge starting from $5. For initial usage, it might cost as little as 5 cents.",554d0eb78b
Can I get started with OpenAI API usage for just a few cents?,"Yes — based on the context, you can start using the OpenAI API for as little as a few cents. The course notes say you can recharge starting from $5, and initial usage might cost as little as 5 cents.","Using the OpenAI API does not cost much. You can recharge starting from $5. For initial usage, it might cost as little as 5 cents.",554d0eb78b
"Do I need to pay for the OpenAI API to finish the homework in this course, or are there free options I can use instead?","No, you don’t need to pay for the OpenAI API to finish the homework. The course says you can use free alternatives from the course GitHub, and the homework is designed so you can complete it locally without paid services.

If you want, I can also point you to the alternatives mentioned in the course materials.","No, you don't have to pay for this service in order to complete the course homeworks. You could use some of the free alternatives listed in the course GitHub.

[llm-zoomcamp/01-intro/open-ai-alternatives.md at main · DataTalksClub/llm-zoomcamp (github.com)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/01-intro/open-ai-alternatives.md)",85384a18e5
"For the LLM Zoomcamp assignments, is a paid OpenAI subscription required, or can I rely on the free alternatives from the course repo?","No, a paid OpenAI subscription is not required for the LLM Zoomcamp assignments. You can use the free alternatives listed in the course GitHub, such as the options in `open-ai-alternatives.md`.","No, you don't have to pay for this service in order to complete the course homeworks. You could use some of the free alternatives listed in the course GitHub.

[llm-zoomcamp/01-intro/open-ai-alternatives.md at main · DataTalksClub/llm-zoomcamp (github.com)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/01-intro/open-ai-alternatives.md)",85384a18e5
"Can I complete the course tasks without buying OpenAI API access, and where are the no-cost alternatives listed?","Yes — you can complete the course homeworks without buying OpenAI API access.

The no-cost alternatives are listed in the course GitHub, specifically here:
- `llm-zoomcamp/01-intro/open-ai-alternatives.md`

Also, the course notes mention that free alternatives can be used, and that the homework is designed so you don’t need paid services.","No, you don't have to pay for this service in order to complete the course homeworks. You could use some of the free alternatives listed in the course GitHub.

[llm-zoomcamp/01-intro/open-ai-alternatives.md at main · DataTalksClub/llm-zoomcamp (github.com)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/01-intro/open-ai-alternatives.md)",85384a18e5
"Is paying for OpenAI necessary for the homeworks, or does the GitHub have some free API alternatives I can use?","No, paying for OpenAI is not necessary for the homeworks. You can use the free alternatives listed in the course GitHub, including the `open-ai-alternatives.md` file in the Module 1 folder.","No, you don't have to pay for this service in order to complete the course homeworks. You could use some of the free alternatives listed in the course GitHub.

[llm-zoomcamp/01-intro/open-ai-alternatives.md at main · DataTalksClub/llm-zoomcamp (github.com)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/01-intro/open-ai-alternatives.md)",85384a18e5
"To do the course exercises, do I have to subscribe to OpenAI, or is there a list of free replacements somewhere in the course materials?","No, you don’t have to subscribe and pay for OpenAI to complete the course exercises. The course materials include free alternatives, listed here:

https://github.com/DataTalksClub/llm-zoomcamp/blob/main/01-intro/open-ai-alternatives.md","No, you don't have to pay for this service in order to complete the course homeworks. You could use some of the free alternatives listed in the course GitHub.

[llm-zoomcamp/01-intro/open-ai-alternatives.md at main · DataTalksClub/llm-zoomcamp (github.com)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/01-intro/open-ai-alternatives.md)",85384a18e5
How can I keep my API keys safe in a project without putting them in the notebook or code?,"You can keep API keys safe by storing them outside your notebook or code, in a file that is **not committed to GitHub**.

A few safe options from the course context:

### Option 1: Use a `.env` or `.envrc` file
- Put your keys in a file like `.env` or `.envrc`
- Add that file to `.gitignore`
- Load it in Python with `python-dotenv`

Example:
```python
from dotenv import load_dotenv
load_dotenv()  # loads .env from project root
```

### Option 2: Use a YAML file
Create `api_keys.yml`, store keys there, and add it to `.gitignore`:
```yaml
OPENAI_API_KEY: ""sk[...]""
GROQ_API_KEY: ""gqk_[...]""
```

Load it in Python:
```python
import yaml

with open('api_keys.yml', 'r') as file:
    data = yaml.safe_load(file)

groq_api_key = data['GROQ_API_KEY']
```

### Option 3: Use GitHub Codespaces Secrets
If you are working in Codespaces, store keys as **Secrets** in GitHub instead of putting them in files.

### Best practice
- Never commit API keys to your repo
- Add `.env`, `.envrc`, or `api_keys.yml` to `.gitignore`
- Share only a `.env.example` with variable names, not values

If you want, I can show you a minimal project setup for this.","You can store your different API keys in a YAML file that you will add to your `.gitignore` file. Be careful to never push or share this file.

For example, create a new file named `api_keys.yml` in your repository.

Then, add it to your `.gitignore` file:

```
#api_keys

api_keys.yml
```

Fill your `api_keys.yml` file:

```
OPENAI_API_KEY: ""sk[...]""
GROQ_API_KEY: ""gqk_[...]""
```

Save your file.

You will need the pyyaml library to load your YAML file, so run this command in your terminal:

```bash
pip install pyyaml
```

Now, open your Jupyter notebook.

You can load your YAML file and the associated keys with this code:

```python
import yaml

# Open the file
with open('api_keys.yml', 'r') as file:
    # Load the data from the file
    data = yaml.safe_load(file)

# Get the API key (Groq example here)
groq_api_key = data['GROQ_API_KEY']
```

Now, you can easily replace the `api_key` value directly with the loaded values without loading your environment variables.",8d23fe792f
What's a simple way to save several API keys locally so I can load them later in Python?,"A simple way is to store them in a YAML file and keep it out of version control.

Example:

1. Create `api_keys.yml`:
```yaml
OPENAI_API_KEY: ""sk[...]""
GROQ_API_KEY: ""gqk_[...]""
```

2. Add it to `.gitignore`:
```gitignore
api_keys.yml
```

3. Load it in Python:
```python
import yaml

with open('api_keys.yml', 'r') as file:
    data = yaml.safe_load(file)

openai_api_key = data['OPENAI_API_KEY']
groq_api_key = data['GROQ_API_KEY']
```

This lets you save several keys locally and load them later.","You can store your different API keys in a YAML file that you will add to your `.gitignore` file. Be careful to never push or share this file.

For example, create a new file named `api_keys.yml` in your repository.

Then, add it to your `.gitignore` file:

```
#api_keys

api_keys.yml
```

Fill your `api_keys.yml` file:

```
OPENAI_API_KEY: ""sk[...]""
GROQ_API_KEY: ""gqk_[...]""
```

Save your file.

You will need the pyyaml library to load your YAML file, so run this command in your terminal:

```bash
pip install pyyaml
```

Now, open your Jupyter notebook.

You can load your YAML file and the associated keys with this code:

```python
import yaml

# Open the file
with open('api_keys.yml', 'r') as file:
    # Load the data from the file
    data = yaml.safe_load(file)

# Get the API key (Groq example here)
groq_api_key = data['GROQ_API_KEY']
```

Now, you can easily replace the `api_key` value directly with the loaded values without loading your environment variables.",8d23fe792f
How do I set up a YAML file for my OpenAI and Groq keys and make sure Git doesn't track it?,"Create a file like `api_keys.yml` in your repo, put your keys in it, and add that file to `.gitignore` so Git won’t track it.

### 1) Create `api_keys.yml`
```yaml
OPENAI_API_KEY: ""sk[...]""
GROQ_API_KEY: ""gqk_[...]""
```

### 2) Add it to `.gitignore`
```gitignore
# api keys
api_keys.yml
```

### 3) Load it in Python
Install PyYAML first:
```bash
pip install pyyaml
```

Then load the keys:
```python
import yaml

with open('api_keys.yml', 'r') as file:
    data = yaml.safe_load(file)

openai_api_key = data['OPENAI_API_KEY']
groq_api_key = data['GROQ_API_KEY']
```

Be careful not to push or share the YAML file.","You can store your different API keys in a YAML file that you will add to your `.gitignore` file. Be careful to never push or share this file.

For example, create a new file named `api_keys.yml` in your repository.

Then, add it to your `.gitignore` file:

```
#api_keys

api_keys.yml
```

Fill your `api_keys.yml` file:

```
OPENAI_API_KEY: ""sk[...]""
GROQ_API_KEY: ""gqk_[...]""
```

Save your file.

You will need the pyyaml library to load your YAML file, so run this command in your terminal:

```bash
pip install pyyaml
```

Now, open your Jupyter notebook.

You can load your YAML file and the associated keys with this code:

```python
import yaml

# Open the file
with open('api_keys.yml', 'r') as file:
    # Load the data from the file
    data = yaml.safe_load(file)

# Get the API key (Groq example here)
groq_api_key = data['GROQ_API_KEY']
```

Now, you can easily replace the `api_key` value directly with the loaded values without loading your environment variables.",8d23fe792f
Which package do I need if I want to read API keys from a YAML file in a Jupyter notebook?,"You need the **`pyyaml`** package.

Install it with:

```bash
pip install pyyaml
```

Then in your notebook you can load the YAML file using `import yaml`.","You can store your different API keys in a YAML file that you will add to your `.gitignore` file. Be careful to never push or share this file.

For example, create a new file named `api_keys.yml` in your repository.

Then, add it to your `.gitignore` file:

```
#api_keys

api_keys.yml
```

Fill your `api_keys.yml` file:

```
OPENAI_API_KEY: ""sk[...]""
GROQ_API_KEY: ""gqk_[...]""
```

Save your file.

You will need the pyyaml library to load your YAML file, so run this command in your terminal:

```bash
pip install pyyaml
```

Now, open your Jupyter notebook.

You can load your YAML file and the associated keys with this code:

```python
import yaml

# Open the file
with open('api_keys.yml', 'r') as file:
    # Load the data from the file
    data = yaml.safe_load(file)

# Get the API key (Groq example here)
groq_api_key = data['GROQ_API_KEY']
```

Now, you can easily replace the `api_key` value directly with the loaded values without loading your environment variables.",8d23fe792f
Can I load my secret keys from a file and use them directly instead of using environment variables?,"Yes — you can store secret keys in a YAML file, load them in Python, and use them directly instead of environment variables.

For example:

1. Put your keys in `api_keys.yml`
2. Add that file to `.gitignore`
3. Load it with `pyyaml`

```python
import yaml

with open(""api_keys.yml"", ""r"") as file:
    data = yaml.safe_load(file)

groq_api_key = data[""GROQ_API_KEY""]
```

Then you can pass `groq_api_key` directly in your code.

Just be careful to never commit or share the YAML file.","You can store your different API keys in a YAML file that you will add to your `.gitignore` file. Be careful to never push or share this file.

For example, create a new file named `api_keys.yml` in your repository.

Then, add it to your `.gitignore` file:

```
#api_keys

api_keys.yml
```

Fill your `api_keys.yml` file:

```
OPENAI_API_KEY: ""sk[...]""
GROQ_API_KEY: ""gqk_[...]""
```

Save your file.

You will need the pyyaml library to load your YAML file, so run this command in your terminal:

```bash
pip install pyyaml
```

Now, open your Jupyter notebook.

You can load your YAML file and the associated keys with this code:

```python
import yaml

# Open the file
with open('api_keys.yml', 'r') as file:
    # Load the data from the file
    data = yaml.safe_load(file)

# Get the API key (Groq example here)
groq_api_key = data['GROQ_API_KEY']
```

Now, you can easily replace the `api_key` value directly with the loaded values without loading your environment variables.",8d23fe792f
How do I keep my API key in a .env file and read it in Python?,"Store your key in a `.env` file, then load it in Python with `python-dotenv`:

```python
import os
from dotenv import load_dotenv

load_dotenv()  # loads .env from the project root
api_key = os.getenv(""API_KEY_abc"")
```

If your `.env` file is in a different location, you can do:

```python
load_dotenv(os.path.abspath(""<path-to-.env>""))
```

Also add `.env` to your `.gitignore` so it isn’t checked into version control.","Store the API key in a `.env` file, then use the following steps to load it:

1. Import the necessary modules:
   
   ```python
   import os
   from dotenv import load_dotenv
   ```

2. Load the `.env` file:
   
   ```python
   load_dotenv(os.path.abspath(""<path-to-.env>""))
   ```

3. Retrieve the API key:
   
   ```python
   os.getenv(""API_KEY_abc"")
   ```

- Ensure to add the `.env` file to your `.gitignore` to prevent it from being checked into version control.",233dabe430
What imports do I need to load environment variables from a .env file?,"You need these imports:

```python
import os
from dotenv import load_dotenv
```

If your `.env` file is in a specific path, you can load it with:

```python
load_dotenv(os.path.abspath(""<path-to-.env>""))
```","Store the API key in a `.env` file, then use the following steps to load it:

1. Import the necessary modules:
   
   ```python
   import os
   from dotenv import load_dotenv
   ```

2. Load the `.env` file:
   
   ```python
   load_dotenv(os.path.abspath(""<path-to-.env>""))
   ```

3. Retrieve the API key:
   
   ```python
   os.getenv(""API_KEY_abc"")
   ```

- Ensure to add the `.env` file to your `.gitignore` to prevent it from being checked into version control.",233dabe430
How can I point Python to the right .env path and get the key value?,"Use `python-dotenv` and point `load_dotenv()` to the absolute path of your `.env` file:

```python
import os
from dotenv import load_dotenv

load_dotenv(os.path.abspath(""<path-to-.env>""))
key = os.getenv(""API_KEY_abc"")
print(key)
```

If your `.env` is in the project root, you can also just do:

```python
from dotenv import load_dotenv
load_dotenv()
```

Then read the value with `os.getenv(""YOUR_KEY_NAME"")`.","Store the API key in a `.env` file, then use the following steps to load it:

1. Import the necessary modules:
   
   ```python
   import os
   from dotenv import load_dotenv
   ```

2. Load the `.env` file:
   
   ```python
   load_dotenv(os.path.abspath(""<path-to-.env>""))
   ```

3. Retrieve the API key:
   
   ```python
   os.getenv(""API_KEY_abc"")
   ```

- Ensure to add the `.env` file to your `.gitignore` to prevent it from being checked into version control.",233dabe430
What's the easiest way to access API_KEY_abc after loading .env?,"The easiest way is to use:

```python
os.getenv(""API_KEY_abc"")
```

after loading the `.env` file with `load_dotenv(...)`.","Store the API key in a `.env` file, then use the following steps to load it:

1. Import the necessary modules:
   
   ```python
   import os
   from dotenv import load_dotenv
   ```

2. Load the `.env` file:
   
   ```python
   load_dotenv(os.path.abspath(""<path-to-.env>""))
   ```

3. Retrieve the API key:
   
   ```python
   os.getenv(""API_KEY_abc"")
   ```

- Ensure to add the `.env` file to your `.gitignore` to prevent it from being checked into version control.",233dabe430
"Do I need to add my .env file to .gitignore, and why?","Yes — you should add your `.env` file to `.gitignore`.

Why: `.env` files often contain API keys and other secrets, and the context says they should not be checked into version control or shared. Keeping it in `.gitignore` helps prevent those credentials from being pushed to GitHub or otherwise exposed.

A common pattern is to commit a `.env.example` with only the variable names, and keep your real `.env` local.","Store the API key in a `.env` file, then use the following steps to load it:

1. Import the necessary modules:
   
   ```python
   import os
   from dotenv import load_dotenv
   ```

2. Load the `.env` file:
   
   ```python
   load_dotenv(os.path.abspath(""<path-to-.env>""))
   ```

3. Retrieve the API key:
   
   ```python
   os.getenv(""API_KEY_abc"")
   ```

- Ensure to add the `.env` file to your `.gitignore` to prevent it from being checked into version control.",233dabe430
"Why does my OPENAI_API_KEY keep showing as missing inside Jupyter, and how do I fix it?","Your `OPENAI_API_KEY` is usually missing in Jupyter because the notebook session is not loading your environment variables.

You can fix it in one of these ways:

### Option 1: Use `direnv`
1. Create a `.envrc` file and put your API key in it.
2. Run this in the terminal:
   ```bash
   direnv allow
   ```

If you still get:
```python
OpenAIError: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
```
then install `dotenv`:

```bash
pip install python-dotenv
```

and load the file in a notebook cell:

```python
from dotenv import load_dotenv

load_dotenv('.envrc')
```

### Option 2: Use GitHub Codespaces Secrets
1. Go to **GitHub Settings > Codespaces**.
2. In **Secrets**, add `OPENAI_API_KEY`.
3. Select the repositories where it should be available.

After that, the key should be available in your Codespaces session.

","There are two options to resolve this issue:

**Option 1: Using direnv**

1. Create a `.envrc` file and add your API key.
2. Run `direnv allow` in the terminal.

If you encounter the error:

```python
OpenAIError: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
```

- Install `dotenv` by running:

    ```bash
    pip install python-dotenv
    ```

- Add the following to a cell in the notebook:

    ```python
    from dotenv import load_dotenv
    
    load_dotenv('.envrc')
    ```

**Option 2: Using Codespaces Secrets**

1. Log in to your GitHub account and navigate to **Settings > Codespaces**.
2. In the Secrets section, create a secret like `OPENAI_API_KEY` and select the repositories for which the secret should be available.
3. Once set up, the key will be available in your Codespaces session.",86d99bbf21
"If I already put the key in a .envrc file, why is the notebook still throwing the api_key error?","Because putting the key in `.envrc` is not enough by itself in the notebook.

You need to make sure the notebook actually loads that environment file, for example:

```python
from dotenv import load_dotenv
load_dotenv('.envrc')
```

Also, if you’re using `direnv`, you need to run:

```bash
direnv allow
```

in the terminal so the environment variables are activated.

If that still doesn’t work, use a Codespaces secret instead.","There are two options to resolve this issue:

**Option 1: Using direnv**

1. Create a `.envrc` file and add your API key.
2. Run `direnv allow` in the terminal.

If you encounter the error:

```python
OpenAIError: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
```

- Install `dotenv` by running:

    ```bash
    pip install python-dotenv
    ```

- Add the following to a cell in the notebook:

    ```python
    from dotenv import load_dotenv
    
    load_dotenv('.envrc')
    ```

**Option 2: Using Codespaces Secrets**

1. Log in to your GitHub account and navigate to **Settings > Codespaces**.
2. In the Secrets section, create a secret like `OPENAI_API_KEY` and select the repositories for which the secret should be available.
3. Once set up, the key will be available in your Codespaces session.",86d99bbf21
What’s the easiest way to make OpenAI API auth work in a notebook when direnv isn’t enough?,"The easiest notebook-friendly workaround is to use `python-dotenv` and load your `.envrc` file in a cell:

```bash
pip install python-dotenv
```

```python
from dotenv import load_dotenv
load_dotenv('.envrc')
```

If that still isn’t convenient, the other supported option is to set `OPENAI_API_KEY` via **GitHub Codespaces Secrets**.","There are two options to resolve this issue:

**Option 1: Using direnv**

1. Create a `.envrc` file and add your API key.
2. Run `direnv allow` in the terminal.

If you encounter the error:

```python
OpenAIError: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
```

- Install `dotenv` by running:

    ```bash
    pip install python-dotenv
    ```

- Add the following to a cell in the notebook:

    ```python
    from dotenv import load_dotenv
    
    load_dotenv('.envrc')
    ```

**Option 2: Using Codespaces Secrets**

1. Log in to your GitHub account and navigate to **Settings > Codespaces**.
2. In the Secrets section, create a secret like `OPENAI_API_KEY` and select the repositories for which the secret should be available.
3. Once set up, the key will be available in your Codespaces session.",86d99bbf21
How do I use python-dotenv to load my environment variables from .envrc in Jupyter?,"You can load variables from `.envrc` in Jupyter with `python-dotenv` like this:

```python
from dotenv import load_dotenv

load_dotenv('.envrc')
```

If needed, first install it:

```bash
pip install python-dotenv
```

Make sure your `.envrc` contains your exported variables, for example:

```bash
export OPENAI_API_KEY=sk-...
```

If you’re using `direnv`, also run:

```bash
direnv allow
```","There are two options to resolve this issue:

**Option 1: Using direnv**

1. Create a `.envrc` file and add your API key.
2. Run `direnv allow` in the terminal.

If you encounter the error:

```python
OpenAIError: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
```

- Install `dotenv` by running:

    ```bash
    pip install python-dotenv
    ```

- Add the following to a cell in the notebook:

    ```python
    from dotenv import load_dotenv
    
    load_dotenv('.envrc')
    ```

**Option 2: Using Codespaces Secrets**

1. Log in to your GitHub account and navigate to **Settings > Codespaces**.
2. In the Secrets section, create a secret like `OPENAI_API_KEY` and select the repositories for which the secret should be available.
3. Once set up, the key will be available in your Codespaces session.",86d99bbf21
"Can I store OPENAI_API_KEY in GitHub Codespaces instead of setting it locally, and how do I do that?","Yes — for GitHub Codespaces, you should use **Codespaces secrets** instead of storing `OPENAI_API_KEY` in local files in the repo.

How to do it:
1. Go to your GitHub account **Settings > Codespaces**.
2. In the **Secrets** section, create a secret named `OPENAI_API_KEY`.
3. Choose the repositories where it should be available.
4. After that, the key will be available automatically in your Codespaces session.

If you’re working locally instead, the course recommends `direnv` with a `.envrc` file, but for Codespaces the built-in secrets are the right option.","There are two options to resolve this issue:

**Option 1: Using direnv**

1. Create a `.envrc` file and add your API key.
2. Run `direnv allow` in the terminal.

If you encounter the error:

```python
OpenAIError: The api_key client option must be set either by passing api_key to the client or by setting the OPENAI_API_KEY environment variable
```

- Install `dotenv` by running:

    ```bash
    pip install python-dotenv
    ```

- Add the following to a cell in the notebook:

    ```python
    from dotenv import load_dotenv
    
    load_dotenv('.envrc')
    ```

**Option 2: Using Codespaces Secrets**

1. Log in to your GitHub account and navigate to **Settings > Codespaces**.
2. In the Secrets section, create a secret like `OPENAI_API_KEY` and select the repositories for which the secret should be available.
3. Once set up, the key will be available in your Codespaces session.",86d99bbf21
How can I figure out the GPT-4o token count for homework 6 if I’m using Groq and there’s no tokenizer for it?,"Use `tiktoken` to count the tokens for the **GPT-4o** prompt, even if you’re using Groq for your own experiments. You do **not** need an OpenAI API key for token counting.

If you’re using a non-OpenAI model like Groq, don’t rely on a Groq tokenizer or on `cl100k_base` as a fallback for estimating OpenAI tokens, because that can give the wrong count. For homework 6, use the code provided in the question with `tiktoken` to get the GPT-4o token count.",The question asks for the number of tokens in the GPT-4o model. `tiktoken` is a Python library that can be used to get the number of tokens. You don't need an OpenAI API key to get the number of tokens. You can use the code provided in the question to get the number of tokens.,fe8fed31e6
Do I need an OpenAI API key just to check how many tokens a prompt has in this assignment?,I don't know.,The question asks for the number of tokens in the GPT-4o model. `tiktoken` is a Python library that can be used to get the number of tokens. You don't need an OpenAI API key to get the number of tokens. You can use the code provided in the question to get the number of tokens.,fe8fed31e6
What library should I use to estimate the number of OpenAI tokens in question 6?,Use `tiktoken` — it’s the library recommended in the context for estimating OpenAI token counts.,The question asks for the number of tokens in the GPT-4o model. `tiktoken` is a Python library that can be used to get the number of tokens. You don't need an OpenAI API key to get the number of tokens. You can use the code provided in the question to get the number of tokens.,fe8fed31e6
Is there a way to count GPT-4o tokens without using the OpenAI API itself?,"Yes. You can count GPT-4o tokens without using the OpenAI API by using `tiktoken` locally.

The context says `tiktoken` is a Python library that can be used to get the number of tokens, and you do **not** need an OpenAI API key for this.",The question asks for the number of tokens in the GPT-4o model. `tiktoken` is a Python library that can be used to get the number of tokens. You don't need an OpenAI API key to get the number of tokens. You can use the code provided in the question to get the number of tokens.,fe8fed31e6
"If Groq doesn’t have a tokenizer, what’s the simplest way to get the token number the homework wants?",Use `tiktoken`. It works without an OpenAI API key and is the simplest way to get the GPT-4o token count the homework asks for.,The question asks for the number of tokens in the GPT-4o model. `tiktoken` is a Python library that can be used to get the number of tokens. You don't need an OpenAI API key to get the number of tokens. You can use the code provided in the question to get the number of tokens.,fe8fed31e6
Can I swap OpenAI for Groq in the course exercises and final project?,"Yes. You can use any LLM platform for your experiments and your project, including Groq. You’ll need to adjust the code for that platform and follow its documentation.","You can use any LLM platform for your experiments and your project. The homework is designed so that you don’t need access to any paid services and can complete it locally. However, you will need to adjust the code for that platform. Refer to their documentation pages.",ee43413718
Is it okay to use a different LLM platform instead of OpenAI for the homework?,"Yes — you can use any LLM platform for the homework, not just OpenAI. The homework is designed so you don’t need paid services and can complete it locally, but you may need to adjust the code for the specific platform you choose.","You can use any LLM platform for your experiments and your project. The homework is designed so that you don’t need access to any paid services and can complete it locally. However, you will need to adjust the code for that platform. Refer to their documentation pages.",ee43413718
"Do I need a paid API like OpenAI to finish the assignments, or can I run everything locally?","You do **not** need a paid OpenAI API to finish the assignments. The homework is designed so you can complete it **locally** and without paid services.

You can also use alternatives like:
- **Groq**
- **Google Gemini**
- **Ollama** (runs locally)

If you choose a different platform, you may need to adjust the code to match that provider’s API.","You can use any LLM platform for your experiments and your project. The homework is designed so that you don’t need access to any paid services and can complete it locally. However, you will need to adjust the code for that platform. Refer to their documentation pages.",ee43413718
"If I use another model provider, will I have to change the code myself?","Yes. If you use another model provider, you’ll need to adapt the code for that platform.

The context says you can use any LLM platform, but “you will need to adjust the code for that platform” and “refer to their documentation pages.”","You can use any LLM platform for your experiments and your project. The homework is designed so that you don’t need access to any paid services and can complete it locally. However, you will need to adjust the code for that platform. Refer to their documentation pages.",ee43413718
Where should I look if I want to adapt the project to a platform like Groq?,You should look at the platform’s documentation pages and adjust the code for that platform.,"You can use any LLM platform for your experiments and your project. The homework is designed so that you don’t need access to any paid services and can complete it locally. However, you will need to adjust the code for that platform. Refer to their documentation pages.",ee43413718
Can I use open-source alternatives instead of the OpenAI API for this course?,"Yes. You can use open-source alternatives instead of the OpenAI API for the course. The course notes say you can use any LLM platform for your experiments and project, and the homework is designed so you don’t need paid services. You may need to adjust the code for the specific platform you choose.",Yes. See module 2 and the [open-ai-alternatives.md](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/01-intro/open-ai-alternatives.md) in the module 1 folder.,3fd5c51182
Where can I find the list of OpenAI alternatives mentioned in Module 1?,"You can find the list in the Module 1 folder here:

[open-ai-alternatives.md](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/01-intro/open-ai-alternatives.md)",Yes. See module 2 and the [open-ai-alternatives.md](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/01-intro/open-ai-alternatives.md) in the module 1 folder.,3fd5c51182
Is it okay to follow the course using an open-source LLM API rather than OpenAI?,Yes. You can use open-source alternatives to the OpenAI API for the course. The course materials mention that this is fine and point to the `open-ai-alternatives.md` file in the module 1 folder.,Yes. See module 2 and the [open-ai-alternatives.md](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/01-intro/open-ai-alternatives.md) in the module 1 folder.,3fd5c51182
"Does the course support non-OpenAI options, and where is that covered?","Yes. The course supports several non-OpenAI options for tool/function calling, including:

- Groq
- Mistral
- Google Gemini
- Ollama

This is covered in **Module 2: Agents** under the question:

**“Agents: which non-OpenAI models support tool / function calling?”**

It also notes that you may need to slightly adapt `chat_assistant.py` / `mcp_client.py` because tool schemas and response shapes differ by provider.",Yes. See module 2 and the [open-ai-alternatives.md](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/01-intro/open-ai-alternatives.md) in the module 1 folder.,3fd5c51182
What should I check if I want to use an open-source replacement for OpenAI in the intro module?,"Check the module 1 folder, especially **[open-ai-alternatives.md](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/01-intro/open-ai-alternatives.md)**. It lists open-source/free alternatives you can use instead of the OpenAI API.",Yes. See module 2 and the [open-ai-alternatives.md](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/01-intro/open-ai-alternatives.md) in the module 1 folder.,3fd5c51182
Why am I getting RateLimitError 429 with insufficient_quota on OpenAI even though I’m not sending many requests?,"`RateLimitError 429` with `insufficient_quota` usually does **not** mean you’re sending too many requests. It means your OpenAI API account has **no paid credit / quota left**.

So even if your request volume is low, you can still get this error if:

- your account has **no billing set up**, or
- you’ve used up your **current quota/credits**.

What to do:

1. Add funds to your OpenAI account (typically at least **$5**).
2. Make sure you’re using a model available to your account, e.g. `gpt-4o-mini`.
3. If needed, create a new API key after adding billing.

If you want to avoid paid OpenAI API usage, you can switch to alternatives like:

- **Groq**
- **Google Gemini**
- **Ollama**

So the short answer is: **you’re not hitting a request rate limit; your account has insufficient quota.**","```
RateLimitError: Error code: 429 - {'error': {'message': 'You exceeded your current quota...',
'type': 'insufficient_quota'}}
```

Despite the name, `insufficient_quota` is not a temporary rate-limit you can wait out — it means your OpenAI account has no paid credit. Two options:

- Add a small amount (~$5–$10) on https://platform.openai.com and use a cheap model like `gpt-4o-mini`.
- Switch to a free alternative:
  - [Groq](https://console.groq.com/) — free tier, OpenAI-compatible API, supports tool use.
  - [Google Gemini](https://aistudio.google.com/) — free tier, e.g. `gemini-2.0-flash`.
  - [Ollama](https://ollama.com/) — runs locally, fully free.

The course's curated list of OpenAI-compatible providers: https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md#openai-api-alternatives",6e1d8a7b29
"Does insufficient_quota mean I just need to wait and retry later, or is something wrong with my account?","It means something is wrong with your account quota, not that you should just wait and retry later.

`insufficient_quota` indicates your OpenAI account has no paid credit. You can either:

- add a small amount of credit to your account, or
- switch to a free alternative like Groq, Gemini, or Ollama.","```
RateLimitError: Error code: 429 - {'error': {'message': 'You exceeded your current quota...',
'type': 'insufficient_quota'}}
```

Despite the name, `insufficient_quota` is not a temporary rate-limit you can wait out — it means your OpenAI account has no paid credit. Two options:

- Add a small amount (~$5–$10) on https://platform.openai.com and use a cheap model like `gpt-4o-mini`.
- Switch to a free alternative:
  - [Groq](https://console.groq.com/) — free tier, OpenAI-compatible API, supports tool use.
  - [Google Gemini](https://aistudio.google.com/) — free tier, e.g. `gemini-2.0-flash`.
  - [Ollama](https://ollama.com/) — runs locally, fully free.

The course's curated list of OpenAI-compatible providers: https://github.com/DataTalksClub/llm-zoomcamp/blob/main/awesome-llms.md#openai-api-alternatives",6e1d8a7b29
