question,filename
"How do you run the live data generator, and how often does it add new conversations?",05-monitoring/lessons/11-synthetic-data.md
Why would I use Grafana instead of the Streamlit dashboard for monitoring my app?,05-monitoring/lessons/12-grafana.md
How do I run Grafana in Docker so it keeps its dashboards after a restart?,05-monitoring/lessons/12-grafana.md
What’s the easiest way to hook Grafana up to the PostgreSQL database from the course?,05-monitoring/lessons/12-grafana.md
"When writing Grafana SQL queries, why do I need a `time` column and those built-in time filters?",05-monitoring/lessons/12-grafana.md
"How are the response time, token usage, cost, model usage, and feedback charts built in Grafana?",05-monitoring/lessons/12-grafana.md
"How does Docker Compose make it easier to run PostgreSQL, Grafana, and the app together instead of starting each container separately?",05-monitoring/lessons/13-docker-compose.md
"What files and main components does the project need for the Streamlit app, database setup, and dashboard?",05-monitoring/lessons/13-docker-compose.md
"What goes inside the Dockerfile for the Streamlit app, and why does it need its own container?",05-monitoring/lessons/13-docker-compose.md
"Which environment variables are used for the database and API key, and how does the .env file fit in?",05-monitoring/lessons/13-docker-compose.md
"How do you start the whole setup, initialize the database, and where can you open the app and Grafana in the browser?",05-monitoring/lessons/13-docker-compose.md
How did the lesson extend the original RAG app to make it easier to inspect and debug?,05-monitoring/lessons/14-next-steps.md
What kinds of metrics and feedback did the dashboard track in the monitoring setup?,05-monitoring/lessons/14-next-steps.md
What are the main pros and cons of building the logging and monitoring code yourself versus using tools like Langfuse or Logfire?,05-monitoring/lessons/14-next-steps.md
Why would you avoid doing all the logging and evaluation work synchronously in a real production system?,05-monitoring/lessons/14-next-steps.md
"What are some good next projects after this monitoring lesson, like for agents, synthetic data, or Docker Compose?",05-monitoring/lessons/14-next-steps.md
"What are the two main stages of a RAG system, and what happens in each one?",06-best-practices/lessons/01-intro.md
Why do most RAG improvements focus on the retrieval step instead of indexing?,06-best-practices/lessons/01-intro.md
What are the five best-practice techniques this module says it will cover for improving RAG?,06-best-practices/lessons/01-intro.md
"What does small-to-big chunk retrieval mean in practice, and why would you use it?",06-best-practices/lessons/01-intro.md
Which two techniques does the lesson say give the biggest boost with the least work?,06-best-practices/lessons/01-intro.md
How does hybrid search mix semantic lookup with exact-word matching?,06-best-practices/lessons/02-hybrid-search.md
"What’s the formula for combining vector and keyword scores, and what does the alpha value change?",06-best-practices/lessons/02-hybrid-search.md
How does Reciprocal Rank Fusion score a document when it appears in several ranked lists?,06-best-practices/lessons/02-hybrid-search.md
Why does the example ranking put C above the other documents in RRF?,06-best-practices/lessons/02-hybrid-search.md
How would you write a hybrid search function that runs both searches and merges the results?,06-best-practices/lessons/02-hybrid-search.md
"Why isn’t cosine similarity enough on its own for picking the most relevant documents, and what does reranking change in the search flow?",06-best-practices/lessons/03-reranking.md
"How does Reciprocal Rank Fusion combine results from vector search and keyword search, and why do items that show up near the top of both lists score better?",06-best-practices/lessons/03-reranking.md
"What does Elasticsearch’s built-in RRF support require, and what happens if you try to use it on the free tier?",06-best-practices/lessons/03-reranking.md
"If you wanted to do RRF yourself instead of relying on Elasticsearch, what are the main steps for merging the two result sets?",06-best-practices/lessons/03-reranking.md
"Does reranking actually help retrieval quality, and what happened to hit rate and MRR when RRF was added?",06-best-practices/lessons/03-reranking.md
How do you switch the hybrid search code to use LangChain instead of calling Elasticsearch directly?,06-best-practices/lessons/04-langchain.md
What LangChain packages do I need to install for the retriever example in this lesson?,06-best-practices/lessons/04-langchain.md
How is the hybrid query built so it mixes keyword matching with vector search and keeps results limited to one course?,06-best-practices/lessons/04-langchain.md
How do you create an ElasticsearchRetriever in LangChain and run a search with it?,06-best-practices/lessons/04-langchain.md
"Can the LangChain version be used for evaluation, and what scores did it get compared with the earlier Elasticsearch approach?",06-best-practices/lessons/04-langchain.md
How does combining vector search with keyword search improve retrieval in RAG?,06-best-practices/lessons/05-next-steps.md
"What does reranking do, and can something like RRF actually help results?",06-best-practices/lessons/05-next-steps.md
What is the main idea behind LangChain's Elasticsearch support in this lesson?,06-best-practices/lessons/05-next-steps.md
"How would small-to-big chunk retrieval work, and what LangChain tool does it relate to?",06-best-practices/lessons/05-next-steps.md
"Besides search and reranking, what other RAG tricks does the lesson suggest trying next?",06-best-practices/lessons/05-next-steps.md
"What kind of app are you building in this project example, and what does it help people ask about?",07-project-example/lessons/01-intro.md
Why do you generate the exercise dataset with an LLM instead of using an existing FAQ file?,07-project-example/lessons/01-intro.md
What fields does each exercise record need to include in the dataset?,07-project-example/lessons/01-intro.md
How does the retrieval part of the app work before the language model writes the answer?,07-project-example/lessons/01-intro.md
"What gets added later to the project besides the basic RAG pipeline, like deployment or tracking?",07-project-example/lessons/01-intro.md
How do you check whether the retrieval part of a RAG app is actually working well?,07-project-example/lessons/02-evaluating-retrieval.md
What should a README for this fitness search project explain before you run it?,07-project-example/lessons/02-evaluating-retrieval.md
How are the evaluation questions and their matching documents created for retrieval testing?,07-project-example/lessons/02-evaluating-retrieval.md
What do Hit Rate and MRR measure when you score search results?,07-project-example/lessons/02-evaluating-retrieval.md
How can you tune field weights in the search index and then test the best settings on a separate set?,07-project-example/lessons/02-evaluating-retrieval.md
"How do you judge whether a RAG system is producing good answers, not just finding the right docs?",07-project-example/lessons/03-evaluating-rag.md
"If I don’t have reference answers for every query, how can I evaluate the quality of RAG outputs?",07-project-example/lessons/03-evaluating-rag.md
What labels does the judge model use when scoring an answer’s usefulness for the question?,07-project-example/lessons/03-evaluating-rag.md
How can I run this kind of evaluation on a sample of questions and save the results?,07-project-example/lessons/03-evaluating-rag.md
Can this evaluation setup be used to compare two different LLMs for the same RAG pipeline?,07-project-example/lessons/03-evaluating-rag.md
How do I turn the notebook version of the RAG project into a normal Python app with separate modules?,07-project-example/lessons/04-interface.md
"What does the ingestion step do in this project, and why is it run when the app starts instead of as a one-time job?",07-project-example/lessons/04-interface.md
"How is the search index built from the CSV data, and which exercise fields are used for text search versus keyword matching?",07-project-example/lessons/04-interface.md
"What are the main parts of the RAG flow here, from searching the index to creating the prompt and sending it to the model?",07-project-example/lessons/04-interface.md
"How does the Flask endpoint for questions work, and what does it return when I post a question to it?",07-project-example/lessons/04-interface.md
"How do they add automatic answer quality checking into the RAG pipeline, and what does it return?",07-project-example/lessons/05-monitoring.md
What gets stored in the PostgreSQL tables for chats and user ratings?,07-project-example/lessons/05-monitoring.md
How does the Flask app handle a new question and save the result?,07-project-example/lessons/05-monitoring.md
What rules does the feedback endpoint use for accepting ratings?,07-project-example/lessons/05-monitoring.md
"What services are included in the Docker Compose setup, and what is each one for?",07-project-example/lessons/05-monitoring.md
What improvements were added after the project was recorded?,07-project-example/lessons/06-summary.md
About how much did the whole project cost in OpenAI API usage?,07-project-example/lessons/06-summary.md
"How did they keep the API costs so low, and what could make it even cheaper?",07-project-example/lessons/06-summary.md
What advice does the lesson give for someone building a similar project?,07-project-example/lessons/06-summary.md
What features are included in the finished fitness assistant project?,07-project-example/lessons/06-summary.md
How should I break up a long article or transcript so it works better for search and embeddings?,07-project-example/lessons/07-chunking.md
"When I have several blog posts or wiki pages, what IDs should I assign before chunking and how do I check retrieval quality?",07-project-example/lessons/07-chunking.md
"For a single long PDF or video transcript, what’s the basic workflow for chunking and evaluating it?",07-project-example/lessons/07-chunking.md
"If I’m dealing with a book or other really long content, should I chunk the whole thing or handle it by chapter?",07-project-example/lessons/07-chunking.md
"Can an LLM help decide chunk boundaries, and why would that be better than fixed-size splitting?",07-project-example/lessons/07-chunking.md
